Sample_name_simple,Origin,Form,geology,Sample_name,Sample_number,Sound_number,mass_ini,mass_0,mass_n,mass_end,f1_ini,a1_ini,f1_0,a1_0,f1_n,a1_n,f1_end,a1_end,sound_path_ini,rms_ini,centroid_ini,flatness_ini,rolloff_ini,contrast1_ini,contrast2_ini,RDEM,Q,Q0,dQ,D,D class
M_pl_a1_8,M,pl,a1,S11,11,8,2298.38,2309.98,2311.94,2299.8,2014.886014,0.524576,1955.555341,0.509436,1832.182301,0.82312,1861.886032,0.844448,./audio/raw_data_ampl_norm/M_pl_a1_8_ini_ampl_norm.wav,0.107402705,3954.559318,0.036241923,7955.389718,41.49453663,22.97965677,0.877803171,60.7444844,98.14775556,0.618908543,0.12,Uncertain
M_pl_a1_9,M,pl,a1,S11,11,9,2298.38,2309.98,2311.94,2299.8,2014.886014,0.524576,1955.555341,0.509436,1832.182301,0.82312,1861.886032,0.844448,./audio/raw_data_ampl_norm/M_pl_a1_9_ini_ampl_norm.wav,0.09489456,3655.345936,0.008611647,6537.396352,37.26509012,27.32660851,0.877803171,60.7444844,98.14775556,0.618908543,0.12,Uncertain
M_pl_a2_1,M,pl,a2,S12,12,1,2291.54,2304.16,2301.02,2288.35,1531.468471,1.218534,1523.199245,1.825162,1395.845567,5.616028,1101.290582,5.592593,./audio/raw_data_ampl_norm/M_pl_a2_1_ini_ampl_norm.wav,0.098188356,4157.893842,0.03685389,8117.910448,38.76249588,22.16243524,0.839771848,8.903089515,27.39482851,0.324991613,0.16,Uncertain
M_pl_a2_2,M,pl,a2,S12,12,2,2291.54,2304.16,2301.02,2288.35,1531.468471,1.218534,1523.199245,1.825162,1395.845567,5.616028,1101.290582,5.592593,./audio/raw_data_ampl_norm/M_pl_a2_2_ini_ampl_norm.wav,0.11225587,3979.30231,0.010946746,7890.381426,32.1149608,24.53050393,0.839771848,8.903089515,27.39482851,0.324991613,0.16,Uncertain
M_pl_a2_3,M,pl,a2,S12,12,3,2291.54,2304.16,2301.02,2288.35,1531.468471,1.218534,1523.199245,1.825162,1395.845567,5.616028,1101.290582,5.592593,./audio/raw_data_ampl_norm/M_pl_a2_3_ini_ampl_norm.wav,0.106359616,4221.286456,0.030514508,8365.754561,33.57714544,22.16116601,0.839771848,8.903089515,27.39482851,0.324991613,0.16,Uncertain
M_pl_a2_4,M,pl,a2,S12,12,4,2291.54,2304.16,2301.02,2288.35,1531.468471,1.218534,1523.199245,1.825162,1395.845567,5.616028,1101.290582,5.592593,./audio/raw_data_ampl_norm/M_pl_a2_4_ini_ampl_norm.wav,0.13063805,3804.39767,0.01593093,7719.73466,37.06752171,23.94832011,0.839771848,8.903089515,27.39482851,0.324991613,0.16,Uncertain
M_pl_a2_5,M,pl,a2,S12,12,5,2291.54,2304.16,2301.02,2288.35,1531.468471,1.218534,1523.199245,1.825162,1395.845567,5.616028,1101.290582,5.592593,./audio/raw_data_ampl_norm/M_pl_a2_5_ini_ampl_norm.wav,0.123704776,4019.636844,0.027236322,8186.981758,42.95495157,22.95663844,0.839771848,8.903089515,27.39482851,0.324991613,0.16,Uncertain
M_pl_a2_6,M,pl,a2,S12,12,6,2291.54,2304.16,2301.02,2288.35,1531.468471,1.218534,1523.199245,1.825162,1395.845567,5.616028,1101.290582,5.592593,./audio/raw_data_ampl_norm/M_pl_a2_6_ini_ampl_norm.wav,0.14195493,3816.913639,0.012114821,7857.87728,41.06662422,24.14831582,0.839771848,8.903089515,27.39482851,0.324991613,0.16,Uncertain
M_pl_a2_7,M,pl,a2,S12,12,7,2291.54,2304.16,2301.02,2288.35,1531.468471,1.218534,1523.199245,1.825162,1395.845567,5.616028,1101.290582,5.592593,./audio/raw_data_ampl_norm/M_pl_a2_7_ini_ampl_norm.wav,0.10275536,3902.700088,0.030704387,8077.280265,38.08886498,22.43323938,0.839771848,8.903089515,27.39482851,0.324991613,0.16,Uncertain
M_pl_a2_8,M,pl,a2,S12,12,8,2291.54,2304.16,2301.02,2288.35,1531.468471,1.218534,1523.199245,1.825162,1395.845567,5.616028,1101.290582,5.592593,./audio/raw_data_ampl_norm/M_pl_a2_8_ini_ampl_norm.wav,0.092876926,4058.308234,0.08314218,8264.179104,42.79985994,21.49858218,0.839771848,8.903089515,27.39482851,0.324991613,0.16,Uncertain
M_pl_a2_9,M,pl,a2,S12,12,9,2291.54,2304.16,2301.02,2288.35,1531.468471,1.218534,1523.199245,1.825162,1395.845567,5.616028,1101.290582,5.592593,./audio/raw_data_ampl_norm/M_pl_a2_9_ini_ampl_norm.wav,0.06715106,3964.99175,0.073069654,8036.650083,39.22447734,21.82296879,0.839771848,8.903089515,27.39482851,0.324991613,0.16,Uncertain
M_pl_b_1,M,pl,b,S13,13,1,2362.45,2375.86,2376.4,2362.31,2060.244079,0.342073,2000.822838,0.42474,2005.202916,0.555311,2064.936877,0.866313,./audio/raw_data_ampl_norm/M_pl_b_1_ini_ampl_norm.wav,0.10661559,3832.804844,0.027742224,7979.767828,43.01667793,23.94547849,1.004383069,90.03963545,117.7190752,0.764868695,0,Resistant
M_pl_b_2,M,pl,b,S13,13,2,2362.45,2375.86,2376.4,2362.31,2060.244079,0.342073,2000.822838,0.42474,2005.202916,0.555311,2064.936877,0.866313,./audio/raw_data_ampl_norm/M_pl_b_2_ini_ampl_norm.wav,0.15154505,3878.382193,0.018656481,7987.893864,42.32137846,22.93179619,1.004383069,90.03963545,117.7190752,0.764868695,0,Resistant
M_pl_b_3,M,pl,b,S13,13,3,2362.45,2375.86,2376.4,2362.31,2060.244079,0.342073,2000.822838,0.42474,2005.202916,0.555311,2064.936877,0.866313,./audio/raw_data_ampl_norm/M_pl_b_3_ini_ampl_norm.wav,0.0938989,3804.957149,0.01173247,7020.895522,37.46346459,26.3357936,1.004383069,90.03963545,117.7190752,0.764868695,0,Resistant
M_pl_b_4,M,pl,b,S13,13,4,2362.45,2375.86,2376.4,2362.31,2060.244079,0.342073,2000.822838,0.42474,2005.202916,0.555311,2064.936877,0.866313,./audio/raw_data_ampl_norm/M_pl_b_4_ini_ampl_norm.wav,0.109217204,3932.113349,0.017054852,7764.427861,37.94987377,24.41407541,1.004383069,90.03963545,117.7190752,0.764868695,0,Resistant
M_pl_b_5,M,pl,b,S13,13,5,2362.45,2375.86,2376.4,2362.31,2060.244079,0.342073,2000.822838,0.42474,2005.202916,0.555311,2064.936877,0.866313,./audio/raw_data_ampl_norm/M_pl_b_5_ini_ampl_norm.wav,0.12693433,3893.411289,0.020331189,7849.751244,43.03122175,23.42992538,1.004383069,90.03963545,117.7190752,0.764868695,0,Resistant
M_pl_b_6,M,pl,b,S13,13,6,2362.45,2375.86,2376.4,2362.31,2060.244079,0.342073,2000.822838,0.42474,2005.202916,0.555311,2064.936877,0.866313,./audio/raw_data_ampl_norm/M_pl_b_6_ini_ampl_norm.wav,0.117587075,3889.792552,0.012655295,7622.222222,40.14101442,24.91239996,1.004383069,90.03963545,117.7190752,0.764868695,0,Resistant
M_pl_b_7,M,pl,b,S13,13,7,2362.45,2375.86,2376.4,2362.31,2060.244079,0.342073,2000.822838,0.42474,2005.202916,0.555311,2064.936877,0.866313,./audio/raw_data_ampl_norm/M_pl_b_7_ini_ampl_norm.wav,0.108274125,3642.747034,0.00858594,6817.74461,33.71548368,26.8794657,1.004383069,90.03963545,117.7190752,0.764868695,0,Resistant
M_pl_b_8,M,pl,b,S13,13,8,2362.45,2375.86,2376.4,2362.31,2060.244079,0.342073,2000.822838,0.42474,2005.202916,0.555311,2064.936877,0.866313,./audio/raw_data_ampl_norm/M_pl_b_8_ini_ampl_norm.wav,0.13583635,3778.023614,0.012256601,7662.852405,40.77898357,24.28281862,1.004383069,90.03963545,117.7190752,0.764868695,0,Resistant
M_pl_b_9,M,pl,b,S13,13,9,2362.45,2375.86,2376.4,2362.31,2060.244079,0.342073,2000.822838,0.42474,2005.202916,0.555311,2064.936877,0.866313,./audio/raw_data_ampl_norm/M_pl_b_9_ini_ampl_norm.wav,0.092060976,3655.725585,0.017181128,7284.991708,41.74031075,24.66279809,1.004383069,90.03963545,117.7190752,0.764868695,0,Resistant
M_pl_c_1,M,pl,c,S14,14,1,3691.05,3703.01,3707.27,3694.67,3058.309851,0.275313,2986,0.3288,2964.300091,0.436092,3017.978081,0.33892,./audio/raw_data_ampl_norm/M_pl_c_1_ini_ampl_norm.wav,0.1163171,3986.317938,0.009980847,7378.441128,37.64238882,25.91631867,0.985518379,114.6547059,152.0681265,0.753969346,0.01,Resistant
M_pl_c_2,M,pl,c,S14,14,2,3691.05,3703.01,3707.27,3694.67,3058.309851,0.275313,2986,0.3288,2964.300091,0.436092,3017.978081,0.33892,./audio/raw_data_ampl_norm/M_pl_c_2_ini_ampl_norm.wav,0.15648708,3950.675487,0.019362384,7857.87728,42.97069666,24.26353292,0.985518379,114.6547059,152.0681265,0.753969346,0.01,Resistant
M_pl_c_3,M,pl,c,S14,14,3,3691.05,3703.01,3707.27,3694.67,3058.309851,0.275313,2986,0.3288,2964.300091,0.436092,3017.978081,0.33892,./audio/raw_data_ampl_norm/M_pl_c_3_ini_ampl_norm.wav,0.10818114,3996.612497,0.014738619,7622.222222,36.95629031,25.6407957,0.985518379,114.6547059,152.0681265,0.753969346,0.01,Resistant
M_pl_c_4,M,pl,c,S14,14,4,3691.05,3703.01,3707.27,3694.67,3058.309851,0.275313,2986,0.3288,2964.300091,0.436092,3017.978081,0.33892,./audio/raw_data_ampl_norm/M_pl_c_4_ini_ampl_norm.wav,0.1476046,4068.218971,0.01212089,7756.301824,39.8566719,24.87137828,0.985518379,114.6547059,152.0681265,0.753969346,0.01,Resistant
M_pl_c_5,M,pl,c,S14,14,5,3691.05,3703.01,3707.27,3694.67,3058.309851,0.275313,2986,0.3288,2964.300091,0.436092,3017.978081,0.33892,./audio/raw_data_ampl_norm/M_pl_c_5_ini_ampl_norm.wav,0.15768005,4135.284066,0.016325383,7906.633499,38.35697602,23.66562777,0.985518379,114.6547059,152.0681265,0.753969346,0.01,Resistant
M_pl_c_6,M,pl,c,S14,14,6,3691.05,3703.01,3707.27,3694.67,3058.309851,0.275313,2986,0.3288,2964.300091,0.436092,3017.978081,0.33892,./audio/raw_data_ampl_norm/M_pl_c_6_ini_ampl_norm.wav,0.11948099,4087.091252,0.010919291,7601.907131,36.19178164,24.45386344,0.985518379,114.6547059,152.0681265,0.753969346,0.01,Resistant
M_pl_c_7,M,pl,c,S14,14,7,3691.05,3703.01,3707.27,3694.67,3058.309851,0.275313,2986,0.3288,2964.300091,0.436092,3017.978081,0.33892,./audio/raw_data_ampl_norm/M_pl_c_7_ini_ampl_norm.wav,0.10922059,3855.126373,0.005211068,6748.6733,36.24081513,27.27007955,0.985518379,114.6547059,152.0681265,0.753969346,0.01,Resistant
M_pl_c_8,M,pl,c,S14,14,8,3691.05,3703.01,3707.27,3694.67,3058.309851,0.275313,2986,0.3288,2964.300091,0.436092,3017.978081,0.33892,./audio/raw_data_ampl_norm/M_pl_c_8_ini_ampl_norm.wav,0.15681404,4085.070931,0.005773358,7557.21393,39.62489783,25.93624623,0.985518379,114.6547059,152.0681265,0.753969346,0.01,Resistant
M_pl_c_9,M,pl,c,S14,14,9,3691.05,3703.01,3707.27,3694.67,3058.309851,0.275313,2986,0.3288,2964.300091,0.436092,3017.978081,0.33892,./audio/raw_data_ampl_norm/M_pl_c_9_ini_ampl_norm.wav,0.1225453,4080.285675,0.101392426,8239.800995,51.47735947,21.41435698,0.985518379,114.6547059,152.0681265,0.753969346,0.01,Resistant
M_pl_f_1,M,pl,f,S15,15,1,3158.31,3165.2,3168.6,3161.01,2825.27354,0.329002,2773.251915,0.402695,2770.3015,0.379047,2817.472917,0.515376,./audio/raw_data_ampl_norm/M_pl_f_1_ini_ampl_norm.wav,0.11198303,3877.216094,0.005830706,6850.248756,33.87157559,26.8329379,0.997873366,131.9097632,124.1634488,1.062388042,0,Resistant
M_pl_f_2,M,pl,f,S15,15,2,3158.31,3165.2,3168.6,3161.01,2825.27354,0.329002,2773.251915,0.402695,2770.3015,0.379047,2817.472917,0.515376,./audio/raw_data_ampl_norm/M_pl_f_2_ini_ampl_norm.wav,0.14802065,4204.638171,0.010457316,8008.208955,41.78257541,24.01053194,0.997873366,131.9097632,124.1634488,1.062388042,0,Resistant
M_pl_f_3,M,pl,f,S15,15,3,3158.31,3165.2,3168.6,3161.01,2825.27354,0.329002,2773.251915,0.402695,2770.3015,0.379047,2817.472917,0.515376,./audio/raw_data_ampl_norm/M_pl_f_3_ini_ampl_norm.wav,0.10846785,3921.082373,0.004902258,6793.366501,28.77004795,27.36207288,0.997873366,131.9097632,124.1634488,1.062388042,0,Resistant
M_pl_f_4,M,pl,f,S15,15,4,3158.31,3165.2,3168.6,3161.01,2825.27354,0.329002,2773.251915,0.402695,2770.3015,0.379047,2817.472917,0.515376,./audio/raw_data_ampl_norm/M_pl_f_4_ini_ampl_norm.wav,0.12796122,4212.053277,0.006570598,7569.402985,31.48143824,24.97206284,0.997873366,131.9097632,124.1634488,1.062388042,0,Resistant
M_pl_f_5,M,pl,f,S15,15,5,3158.31,3165.2,3168.6,3161.01,2825.27354,0.329002,2773.251915,0.402695,2770.3015,0.379047,2817.472917,0.515376,./audio/raw_data_ampl_norm/M_pl_f_5_ini_ampl_norm.wav,0.14287232,4353.002969,0.09391186,8597.3466,40.1049712,20.65874401,0.997873366,131.9097632,124.1634488,1.062388042,0,Resistant
M_pl_f_6,M,pl,f,S15,15,6,3158.31,3165.2,3168.6,3161.01,2825.27354,0.329002,2773.251915,0.402695,2770.3015,0.379047,2817.472917,0.515376,./audio/raw_data_ampl_norm/M_pl_f_6_ini_ampl_norm.wav,0.12820032,4261.911349,0.012786413,8032.587065,33.43216869,24.23737516,0.997873366,131.9097632,124.1634488,1.062388042,0,Resistant
M_pl_f_7,M,pl,f,S15,15,7,3158.31,3165.2,3168.6,3161.01,2825.27354,0.329002,2773.251915,0.402695,2770.3015,0.379047,2817.472917,0.515376,./audio/raw_data_ampl_norm/M_pl_f_7_ini_ampl_norm.wav,0.12136271,3763.485741,0.00369474,6813.681592,35.06663051,27.9523695,0.997873366,131.9097632,124.1634488,1.062388042,0,Resistant
M_pl_f_8,M,pl,f,S15,15,8,3158.31,3165.2,3168.6,3161.01,2825.27354,0.329002,2773.251915,0.402695,2770.3015,0.379047,2817.472917,0.515376,./audio/raw_data_ampl_norm/M_pl_f_8_ini_ampl_norm.wav,0.1419821,3826.878578,0.002071617,6618.656716,37.35245975,28.61352799,0.997873366,131.9097632,124.1634488,1.062388042,0,Resistant
M_pl_f_9,M,pl,f,S15,15,9,3158.31,3165.2,3168.6,3161.01,2825.27354,0.329002,2773.251915,0.402695,2770.3015,0.379047,2817.472917,0.515376,./audio/raw_data_ampl_norm/M_pl_f_9_ini_ampl_norm.wav,0.1128114,3801.665856,0.004734219,6943.698176,32.98437273,26.62695535,0.997873366,131.9097632,124.1634488,1.062388042,0,Resistant
M_pt_a2_1,M,pt,a2,S16,16,1,406.72,408.97,409.1,406.6,4472,0.5842,4404,0.9945,3786.597951,1.935203,1653.087532,7.785392,./audio/raw_data_ampl_norm/M_pt_a2_1_ini_ampl_norm.wav,0.09425858,4327.667469,0.22819571,8483.58209,39.14558373,19.45075841,0.739271171,25.83708272,50.27652086,0.513899575,0.26,Uncertain
M_pt_a2_2,M,pt,a2,S16,16,2,406.72,408.97,409.1,406.6,4472,0.5842,4404,0.9945,3786.597951,1.935203,1653.087532,7.785392,./audio/raw_data_ampl_norm/M_pt_a2_2_ini_ampl_norm.wav,0.10312728,4282.806285,0.23534988,8243.864013,39.88468299,19.13039019,0.739271171,25.83708272,50.27652086,0.513899575,0.26,Uncertain
M_pt_a2_3,M,pt,a2,S16,16,3,406.72,408.97,409.1,406.6,4472,0.5842,4404,0.9945,3786.597951,1.935203,1653.087532,7.785392,./audio/raw_data_ampl_norm/M_pt_a2_3_ini_ampl_norm.wav,0.092326604,4274.124518,0.23944332,8434.825871,43.85395352,18.77719875,0.739271171,25.83708272,50.27652086,0.513899575,0.26,Uncertain
M_pt_a3_1,M,pt,a3,S17,17,1,400.5,402.79,402.82,400.48,4498,0.2363,4388,0.5915,4234.542892,0.70533,4292.952372,0.821473,./audio/raw_data_ampl_norm/M_pt_a3_1_ini_ampl_norm.wav,0.13713506,4327.007819,0.09496779,8312.935323,37.61866492,20.7903018,0.931279053,70.88880382,84.53085376,0.838614549,0.07,Resistant
M_pt_a3_2,M,pt,a3,S17,17,2,400.5,402.79,402.82,400.48,4498,0.2363,4388,0.5915,4234.542892,0.70533,4292.952372,0.821473,./audio/raw_data_ampl_norm/M_pt_a3_2_ini_ampl_norm.wav,0.13532472,4298.037641,0.027209977,7922.885572,40.51740373,24.25636359,0.931279053,70.88880382,84.53085376,0.838614549,0.07,Resistant
M_pt_a3_3,M,pt,a3,S17,17,3,400.5,402.79,402.82,400.48,4498,0.2363,4388,0.5915,4234.542892,0.70533,4292.952372,0.821473,./audio/raw_data_ampl_norm/M_pt_a3_3_ini_ampl_norm.wav,0.1286931,4420.02969,0.032364104,8219.485904,41.40986033,22.93441971,0.931279053,70.88880382,84.53085376,0.838614549,0.07,Resistant
M_pt_a4_1,M,pt,a4,S18,18,1,395.9,398.37,397.82,395.56,4719,0.7873,4596,0.8113,4609.862625,0.621888,4710.225148,1.294932,./audio/raw_data_ampl_norm/M_pt_a4_1_ini_ampl_norm.wav,0.1315564,4349.485047,0.14557835,8410.447761,45.46562682,19.8401032,1.006041572,80.40032932,61.62948354,1.304575744,-0.01,Resistant
M_pt_a4_2,M,pt,a4,S18,18,2,395.9,398.37,397.82,395.56,4719,0.7873,4596,0.8113,4609.862625,0.621888,4710.225148,1.294932,./audio/raw_data_ampl_norm/M_pt_a4_2_ini_ampl_norm.wav,0.12765753,4305.629065,0.13538535,8402.321725,41.95876082,19.75865778,1.006041572,80.40032932,61.62948354,1.304575744,-0.01,Resistant
M_pt_a4_3,M,pt,a4,S18,18,3,395.9,398.37,397.82,395.56,4719,0.7873,4596,0.8113,4609.862625,0.621888,4710.225148,1.294932,./audio/raw_data_ampl_norm/M_pt_a4_3_ini_ampl_norm.wav,0.12827022,4293.908318,0.12656452,8341.376451,42.45748926,20.59837995,1.006041572,80.40032932,61.62948354,1.304575744,-0.01,Resistant
M_pt_b2_1,M,pt,b2,S19,19,1,415.23,418.31,416.18,413.45,4536,0.4171,4411,0.7588,4414.547779,0.553551,4509.984169,0.52142,./audio/raw_data_ampl_norm/M_pt_b2_1_ini_ampl_norm.wav,0.1282329,4618.581464,0.036641855,8373.880597,34.54395542,22.06116613,1.001609252,90.32591396,65.89351608,1.37078607,0,Resistant
M_pt_b2_2,M,pt,b2,S19,19,2,415.23,418.31,416.18,413.45,4536,0.4171,4411,0.7588,4414.547779,0.553551,4509.984169,0.52142,./audio/raw_data_ampl_norm/M_pt_b2_2_ini_ampl_norm.wav,0.12751411,4307.519996,0.029363375,7943.200663,37.79934403,23.39906751,1.001609252,90.32591396,65.89351608,1.37078607,0,Resistant
M_pt_b2_3,M,pt,b2,S19,19,3,415.23,418.31,416.18,413.45,4536,0.4171,4411,0.7588,4414.547779,0.553551,4509.984169,0.52142,./audio/raw_data_ampl_norm/M_pt_b2_3_ini_ampl_norm.wav,0.12849608,4266.108812,0.012833799,7618.159204,31.38822916,25.82175267,1.001609252,90.32591396,65.89351608,1.37078607,0,Resistant
M_pt_b3_1,M,pt,b3,S20,20,1,387.08,389.91,388.16,0,4571,0.3748,4462,0.7244,3491.377094,4.810917,0,0,./audio/raw_data_ampl_norm/M_pt_b3_1_ini_ampl_norm.wav,0.1310064,4689.968809,0.037448756,8418.573798,32.40107615,22.11208841,0.612257882,10.39302902,69.02263943,0.150574204,0.39,Uncertain
M_pt_b3_2,M,pt,b3,S20,20,2,387.08,389.91,388.16,0,4571,0.3748,4462,0.7244,3491.377094,4.810917,0,0,./audio/raw_data_ampl_norm/M_pt_b3_2_ini_ampl_norm.wav,0.13086793,4533.827061,0.016970538,7922.885572,32.02793801,24.34974302,0.612257882,10.39302902,69.02263943,0.150574204,0.39,Uncertain
M_pt_b3_3,M,pt,b3,S20,20,3,387.08,389.91,388.16,0,4571,0.3748,4462,0.7244,3491.377094,4.810917,0,0,./audio/raw_data_ampl_norm/M_pt_b3_3_ini_ampl_norm.wav,0.1315819,4487.128025,0.07842706,8341.376451,33.65019441,20.8016298,0.612257882,10.39302902,69.02263943,0.150574204,0.39,Uncertain
M_pt_b4_1,M,pt,b4,S21,21,1,461.26,463.84,463.18,461.14,4823.929005,0.448384,4706.268518,0.687095,4718.767208,0.632447,4806.035775,0.460928,./audio/raw_data_ampl_norm/M_pt_b4_1_ini_ampl_norm.wav,0.12718564,4422.432157,0.015532322,7727.860697,37.88601974,23.95836324,1.00531856,79.05800802,72.77014096,1.08640724,-0.01,Resistant
M_pt_b4_2,M,pt,b4,S21,21,2,461.26,463.84,463.18,461.14,4823.929005,0.448384,4706.268518,0.687095,4718.767208,0.632447,4806.035775,0.460928,./audio/raw_data_ampl_norm/M_pt_b4_2_ini_ampl_norm.wav,0.12220564,4397.133358,0.014680031,7614.096186,35.6189891,25.28807277,1.00531856,79.05800802,72.77014096,1.08640724,-0.01,Resistant
M_pt_b4_3,M,pt,b4,S21,21,3,461.26,463.84,463.18,461.14,4823.929005,0.448384,4706.268518,0.687095,4718.767208,0.632447,4806.035775,0.460928,./audio/raw_data_ampl_norm/M_pt_b4_3_ini_ampl_norm.wav,0.12467024,4440.099574,0.013388384,7670.978441,33.10878446,24.20680216,1.00531856,79.05800802,72.77014096,1.08640724,-0.01,Resistant
M_pt_c2_1,M,pt,c2,S22,22,1,770.46,773.34,773.45,770.71,6597,0.3265,6472,0.5026,6511.467085,0.740086,6579.784775,0.490511,./audio/raw_data_ampl_norm/M_pt_c2_1_ini_ampl_norm.wav,0.10923861,4282.652526,0.27025554,8564.842454,35.44614419,19.0926919,1.012233443,67.55971603,99.48269001,0.679110266,-0.01,Resistant
M_pt_c2_2,M,pt,c2,S22,22,2,770.46,773.34,773.45,770.71,6597,0.3265,6472,0.5026,6511.467085,0.740086,6579.784775,0.490511,./audio/raw_data_ampl_norm/M_pt_c2_2_ini_ampl_norm.wav,0.10924126,4610.481073,0.23253693,8544.527363,30.42437088,19.12135776,1.012233443,67.55971603,99.48269001,0.679110266,-0.01,Resistant
M_pt_c2_3,M,pt,c2,S22,22,3,770.46,773.34,773.45,770.71,6597,0.3265,6472,0.5026,6511.467085,0.740086,6579.784775,0.490511,./audio/raw_data_ampl_norm/M_pt_c2_3_ini_ampl_norm.wav,0.10951388,4716.202101,0.37615907,8698.922056,35.46280593,17.12816463,1.012233443,67.55971603,99.48269001,0.679110266,-0.01,Resistant
M_pt_c3_1,M,pt,c3,S23,23,1,671.97,674.62,674.68,672.02,6197,0.3835,6073,0.5518,6062.192123,0.558998,6168.036091,0.694609,./audio/raw_data_ampl_norm/M_pt_c3_1_ini_ampl_norm.wav,0.11278191,4637.571188,0.03769479,7918.822554,35.57185518,23.13610537,0.996443847,89.4457583,90.61254078,0.987123389,0,Resistant
M_pt_c3_2,M,pt,c3,S23,23,2,671.97,674.62,674.68,672.02,6197,0.3835,6073,0.5518,6062.192123,0.558998,6168.036091,0.694609,./audio/raw_data_ampl_norm/M_pt_c3_2_ini_ampl_norm.wav,0.11844931,4776.826974,0.08845698,8365.754561,37.87012681,21.49702777,0.996443847,89.4457583,90.61254078,0.987123389,0,Resistant
M_pt_c3_3,M,pt,c3,S23,23,3,671.97,674.62,674.68,672.02,6197,0.3835,6073,0.5518,6062.192123,0.558998,6168.036091,0.694609,./audio/raw_data_ampl_norm/M_pt_c3_3_ini_ampl_norm.wav,0.11463065,4722.110197,0.045896288,8069.154229,30.64400792,22.52087912,0.996443847,89.4457583,90.61254078,0.987123389,0,Resistant
M_pt_c4_1,M,pt,c4,S24,24,1,743.79,746.32,745.79,743.06,6406,0.4422,6305,0.5659,6332.153106,1.155542,6426.79265,0.769807,./audio/raw_data_ampl_norm/M_pt_c4_1_ini_ampl_norm.wav,0.115797944,4471.023379,0.23784235,8564.842454,46.51420289,18.86506042,1.008631745,43.26973836,88.35483301,0.489726899,-0.01,Resistant
M_pt_c4_2,M,pt,c4,S24,24,2,743.79,746.32,745.79,743.06,6406,0.4422,6305,0.5659,6332.153106,1.155542,6426.79265,0.769807,./audio/raw_data_ampl_norm/M_pt_c4_2_ini_ampl_norm.wav,0.11798593,4937.498513,0.048330862,8219.485904,34.37748924,22.17742143,1.008631745,43.26973836,88.35483301,0.489726899,-0.01,Resistant
M_pt_c4_3,M,pt,c4,S24,24,3,743.79,746.32,745.79,743.06,6406,0.4422,6305,0.5659,6332.153106,1.155542,6426.79265,0.769807,./audio/raw_data_ampl_norm/M_pt_c4_3_ini_ampl_norm.wav,0.113704614,4616.776912,0.09752429,8227.61194,30.04741676,21.20467513,1.008631745,43.26973836,88.35483301,0.489726899,-0.01,Resistant
P_pl_a_1,P,pl,a,S31,31,1,1636.5,1657.55,1656.34,1636.62,3020,0.4311,2943,0.3937,2854.714907,0.373521,2906.21575,0.454652,./audio/raw_data_ampl_norm/P_pl_a_1_ini_ampl_norm.wav,0.16066577,4186.991069,0.005031685,7658.789386,37.23091474,25.70917299,0.940903235,133.8612822,127.000254,1.054023736,0.06,Resistant
P_pl_a_2,P,pl,a,S31,31,2,1636.5,1657.55,1656.34,1636.62,3020,0.4311,2943,0.3937,2854.714907,0.373521,2906.21575,0.454652,./audio/raw_data_ampl_norm/P_pl_a_2_ini_ampl_norm.wav,0.19582662,3934.854573,0.001369127,6817.74461,39.27991865,27.93207796,0.940903235,133.8612822,127.000254,1.054023736,0.06,Resistant
P_pl_a_3,P,pl,a,S31,31,3,1636.5,1657.55,1656.34,1636.62,3020,0.4311,2943,0.3937,2854.714907,0.373521,2906.21575,0.454652,./audio/raw_data_ampl_norm/P_pl_a_3_ini_ampl_norm.wav,0.12649395,3683.006353,0.000572367,4952.819237,31.17501062,31.53302682,0.940903235,133.8612822,127.000254,1.054023736,0.06,Resistant
P_pl_a_4,P,pl,a,S31,31,4,1636.5,1657.55,1656.34,1636.62,3020,0.4311,2943,0.3937,2854.714907,0.373521,2906.21575,0.454652,./audio/raw_data_ampl_norm/P_pl_a_4_ini_ampl_norm.wav,0.19378398,3896.863966,0.000553841,5968.573798,30.44034274,30.1080925,0.940903235,133.8612822,127.000254,1.054023736,0.06,Resistant
P_pl_a_5,P,pl,a,S31,31,5,1636.5,1657.55,1656.34,1636.62,3020,0.4311,2943,0.3937,2854.714907,0.373521,2906.21575,0.454652,./audio/raw_data_ampl_norm/P_pl_a_5_ini_ampl_norm.wav,0.18716934,4139.057553,0.003034804,7455.638474,44.3846148,25.95212936,0.940903235,133.8612822,127.000254,1.054023736,0.06,Resistant
P_pl_a_6,P,pl,a,S31,31,6,1636.5,1657.55,1656.34,1636.62,3020,0.4311,2943,0.3937,2854.714907,0.373521,2906.21575,0.454652,./audio/raw_data_ampl_norm/P_pl_a_6_ini_ampl_norm.wav,0.17459448,4061.580009,0.00083164,6647.097844,42.14800894,28.61228729,0.940903235,133.8612822,127.000254,1.054023736,0.06,Resistant
P_pl_a_7,P,pl,a,S31,31,7,1636.5,1657.55,1656.34,1636.62,3020,0.4311,2943,0.3937,2854.714907,0.373521,2906.21575,0.454652,./audio/raw_data_ampl_norm/P_pl_a_7_ini_ampl_norm.wav,0.13932858,3709.611004,0.00041718,4648.092869,29.68549875,32.13900113,0.940903235,133.8612822,127.000254,1.054023736,0.06,Resistant
